masked_consumer_id,posted_date,amount,category,masked_transaction_id
C03102386,2022/2/9,-20,14,C03T02901095
C03102386,2022/2/9,-29.99,20,C03T02901096
C03102386,2022/2/9,-21.82,14,C03T02901097
C03102386,2022/2/9,-20,1,C03T02901098
C03102386,2022/2/9,-3.32,14,C03T02901099
C03102386,2022/2/10,-14.49,18,C03T02901100
C03102386,2022/2/10,-20,1,C03T02901101
C03102386,2022/2/10,-2.16,16,C03T02901102
C03102386,2022/2/10,-123.4,16,C03T02901103
C03102386,2022/2/10,-19.95,16,C03T02901104
C03102386,2022/2/10,-62.4,16,C03T02901105
C03102386,2022/2/11,-20,1,C03T02901106
C03102386,2022/2/11,-30.18,14,C03T02901107
C03102386,2022/2/11,-44.93,16,C03T02901108
C03102386,2022/2/11,-5.15,14,C03T02901109
C03102386,2022/2/11,-25,1,C03T02901110
C03102386,2022/2/11,-32.44,16,C03T02901111
C03102386,2022/2/14,-6.35,14,C03T02901112
C03102386,2022/2/14,-111.46,14,C03T02901113
C03102386,2022/2/14,-106.94,16,C03T02901114
C03102386,2022/2/14,-42.94,16,C03T02901115
C03102386,2022/2/14,-45.46,14,C03T02901116
C03102386,2022/2/15,-41.6,16,C03T02901117
C03102386,2022/2/15,-2.38,14,C03T02901118
C03102386,2022/2/15,-408.06,22,C03T02901119
C03102386,2022/2/15,-5.15,14,C03T02901120
C03102386,2022/2/16,-60,17,C03T02901121
C03102386,2022/2/16,-35.36,14,C03T02901122
C03102386,2022/2/16,-9.59,14,C03T02901123
C03102386,2022/2/17,-115.08,16,C03T02901124
C03102386,2022/2/17,-41.86,14,C03T02901125
C03102386,2022/2/17,-13.05,14,C03T02901126
C03102386,2022/2/17,-14.13,16,C03T02901127
C03102386,2022/2/17,-6.35,14,C03T02901128
C03102386,2022/2/17,-16.56,18,C03T02901129
C03102386,2022/2/17,-1000,1,C03T02901130
C03102386,2022/2/17,-50,26,C03T02901131
C03102386,2022/2/17,-6.49,16,C03T02901132
C03102386,2022/2/18,-8.11,14,C03T02901133
C03102386,2022/2/18,-15,1,C03T02901134
C03102386,2022/2/22,-12.43,18,C03T02901135
C03102386,2022/2/22,-28.27,14,C03T02901136
C03102386,2022/2/22,-9.95,14,C03T02901137
C03102386,2022/2/22,-100,16,C03T02901138
C03102386,2022/2/22,-20.86,14,C03T02901139
C03102386,2022/2/22,-26.56,16,C03T02901140
C03102386,2022/2/22,-100,1,C03T02901141
C03102386,2022/2/22,-60,1,C03T02901142
C03102386,2022/2/22,-70,1,C03T02901143
C03102386,2022/2/22,-48.36,14,C03T02901144
C03102386,2022/2/22,-149.85,1,C03T02901145
C03102386,2022/2/22,-40.7,16,C03T02901146
C03102386,2022/2/22,-67.08,16,C03T02901147
C03102386,2022/2/22,-3.38,14,C03T02901148
C03102386,2022/2/22,-25,1,C03T02901149
C03102386,2022/2/22,-18.02,14,C03T02901150
C03102386,2022/2/23,-3.03,14,C03T02901151
C03102386,2022/2/23,-23.8,18,C03T02901152
C03102386,2022/2/23,-318.95,27,C03T02901153
C03102386,2022/2/23,-5,1,C03T02901154
C03102386,2022/2/23,-86.9,16,C03T02901155
C03102386,2022/2/24,-17.59,16,C03T02901156
C03102386,2022/2/24,-14,14,C03T02901157
C03102386,2022/2/24,-40,1,C03T02901158
C03102386,2022/2/25,-21.86,16,C03T02901159
C03102386,2022/2/25,-6.52,14,C03T02901160
C03102386,2022/2/25,-9.59,14,C03T02901161
C03102386,2022/2/28,-71.65,21,C03T02901162
C03102386,2022/2/28,-52.08,14,C03T02901163
C03102386,2022/2/28,-17.59,18,C03T02901164
C03102386,2022/2/28,-4.8,14,C03T02901165
C03102386,2022/2/28,-2.47,16,C03T02901166
C03102386,2022/2/28,-5.68,16,C03T02901167
C03102386,2022/2/28,-9.59,14,C03T02901168
C03102386,2022/2/28,-41.72,14,C03T02901169
C03102386,2022/2/28,-248.7,18,C03T02901170
C03102386,2022/2/28,-20,1,C03T02901171
C03102386,2022/3/2,-25,1,C03T02901172
C03102386,2022/3/2,-254.48,16,C03T02901173
C03102386,2022/3/2,-214.24,16,C03T02901174
C03102386,2022/3/2,-14.79,16,C03T02901175
C03102386,2022/3/2,-25,14,C03T02901176
C03102386,2022/3/2,-21.74,20,C03T02901177
C03102386,2022/3/2,-150,1,C03T02901178
C03102386,2022/3/2,-8.91,14,C03T02901179
C03102386,2022/3/3,-400,1,C03T02901180
C03102386,2022/3/3,-9.33,14,C03T02901181
C03102386,2022/3/3,-4.8,14,C03T02901182
C03102386,2022/3/3,-7.55,14,C03T02901183
C03102386,2022/3/3,-29.99,1,C03T02901184
C03102386,2022/3/3,-16.04,18,C03T02901185
C03102386,2022/3/4,-21.37,16,C03T02901186
C03102386,2022/3/4,-39.99,20,C03T02901187
C03102386,2022/3/4,-28.2,16,C03T02901188
C03102386,2022/3/4,-6.5,14,C03T02901189
C03102386,2022/3/7,-2.5,16,C03T02901190
C03102386,2022/3/7,-100,19,C03T02901191
C03102386,2022/3/7,-17.81,14,C03T02901192
C03102386,2022/3/7,-2.5,16,C03T02901193
C03102386,2022/3/7,-11.37,14,C03T02901194
C03102386,2022/3/7,-4.8,14,C03T02901195
C03102386,2022/3/7,-4.8,14,C03T02901196
C03102386,2022/3/7,-62,16,C03T02901197
C03102386,2022/3/7,-60,1,C03T02901198
C03102386,2022/3/7,-53.31,14,C03T02901199
C03102386,2022/3/7,-4.8,14,C03T02901200
C03102386,2022/3/8,-9.79,14,C03T02901201
C03102386,2022/3/8,-9.59,14,C03T02901202
C03102386,2022/3/8,-70,1,C03T02901203
C03102386,2022/3/8,-97.44,16,C03T02901204
C03102386,2022/3/9,-22.25,16,C03T02901205
C03102386,2022/3/9,-29.36,14,C03T02901206
C03102386,2022/3/9,-29.99,20,C03T02901207
C03102386,2022/3/9,-8.11,14,C03T02901208
C03102386,2022/3/9,-16.56,18,C03T02901209
C03102386,2022/3/10,-16.56,18,C03T02901210
C03102386,2022/3/10,-124.2,16,C03T02901211
C03102386,2022/3/11,-4.8,14,C03T02901212
C03102386,2022/3/11,-10.85,14,C03T02901213
C03102386,2022/3/11,-3.75,17,C03T02901214
C03102386,2022/3/14,-214.73,18,C03T02901215
C03102386,2022/3/14,-9.25,16,C03T02901216
C03102386,2022/3/14,-6.35,14,C03T02901217
C03102386,2022/3/14,-25.16,16,C03T02901218
C03102386,2022/3/14,-6.68,15,C03T02901219
C03102386,2022/3/14,-50,1,C03T02901220
C03102386,2022/3/14,-57.65,14,C03T02901221
C03102386,2022/3/15,-20.8,16,C03T02901222
C03102386,2022/3/15,-21.7,1,C03T02901223
C03102386,2022/3/15,-65.22,1,C03T02901224
C03102386,2022/3/15,-10.86,1,C03T02901225
C03102386,2022/3/15,-5.43,1,C03T02901226
C03102386,2022/3/15,-408.06,22,C03T02901227
C03102386,2022/3/15,-11.18,14,C03T02901228
C03102386,2022/3/16,-3.03,14,C03T02901229
C03102386,2022/3/17,-30.36,14,C03T02901230
C03102386,2022/3/17,-14.13,16,C03T02901231
C03102386,2022/3/18,-100,16,C03T02901232
C03102386,2022/3/18,-25.35,16,C03T02901233
C03102386,2022/3/18,-4174,17,C03T02901234
C03102386,2022/3/18,-18.75,18,C03T02901235
C03102386,2022/3/18,-98.25,18,C03T02901236
C03102386,2022/3/18,-40,19,C03T02901237
C03102386,2022/3/18,-50,26,C03T02901238
C03102386,2022/3/21,-13,16,C03T02901239
C03102386,2022/3/21,-40,19,C03T02901240
C03102386,2022/3/21,-97.11,14,C03T02901241
C03102386,2022/3/21,-337.72,17,C03T02901242
C03102386,2022/3/21,-44.29,14,C03T02901243
C03102386,2022/3/21,-4.8,14,C03T02901244
C03102386,2022/3/21,-12.42,18,C03T02901245
C03102386,2022/3/21,-10.4,16,C03T02901246
C03102386,2022/3/21,-14.74,17,C03T02901247
C03102386,2022/3/21,-4.8,16,C03T02901248
C03102386,2022/3/21,-15.4,16,C03T02901249
C03102386,2022/3/23,-31.2,16,C03T02901250
C03102386,2022/3/23,-5.25,16,C03T02901251
C03102386,2022/3/23,-5.87,16,C03T02901252
C03102386,2022/3/23,-2.76,14,C03T02901253
C03102386,2022/3/24,-20,1,C03T02901254
C03102386,2022/3/24,-4.8,14,C03T02901255
C03102386,2022/3/24,-22.65,16,C03T02901256
C03102386,2022/3/24,-1.84,16,C03T02901257
C03102386,2022/3/24,-8.9,17,C03T02901258
C03102386,2022/3/25,-4.59,18,C03T02901259
C03102386,2022/3/25,-32.36,14,C03T02901260
C03102386,2022/3/25,-50,1,C03T02901261
C03102386,2022/3/25,-5.07,16,C03T02901262
C03102386,2022/3/25,-14.25,18,C03T02901263
C03102386,2022/3/28,-25.02,18,C03T02901264
C03102386,2022/3/28,-17.81,14,C03T02901265
C03102386,2022/3/28,-99.54,14,C03T02901266
C03102386,2022/3/28,-9.27,16,C03T02901267
C03102386,2022/3/28,-11.97,14,C03T02901268
C03102386,2022/3/28,-25.1,18,C03T02901269
C03102386,2022/3/28,-32.76,14,C03T02901270
C03102386,2022/3/28,-6.5,14,C03T02901271
C03102386,2022/3/28,-9.59,14,C03T02901272
C03102386,2022/3/28,-5.32,14,C03T02901273
C03102386,2022/3/29,-3.98,17,C03T02901274
C03102386,2022/3/29,-20,1,C03T02901275
C03102386,2022/3/29,-41.6,16,C03T02901276
C03102386,2022/3/30,-4.49,16,C03T02901277
C03102386,2022/3/30,-5,14,C03T02901278
C03102386,2022/3/30,-18.51,14,C03T02901279
C03102386,2022/3/30,-7.49,14,C03T02901280
C03102386,2022/3/31,-17.49,14,C03T02901281
C03102386,2022/3/31,-10.31,14,C03T02901282
C03102386,2022/3/31,-42.64,14,C03T02901283
C03102386,2022/4/1,-100,1,C03T02901284
C03102386,2022/4/1,-30.92,16,C03T02901285
C03102386,2022/4/1,-2.49,17,C03T02901286
C03102386,2022/4/1,-4.8,14,C03T02901287
C03102386,2022/4/4,-21.74,16,C03T02901288
C03102386,2022/4/4,-25,14,C03T02901289
C03102386,2022/4/4,-21.74,20,C03T02901290
C03102386,2022/4/4,-29.99,1,C03T02901291
C03102386,2022/4/4,-179.98,22,C03T02901292
C03102386,2022/4/4,-16.56,18,C03T02901293
C03102386,2022/4/4,-35.19,14,C03T02901294
C03102386,2022/4/4,-8.71,15,C03T02901295
C03102386,2022/4/4,-15.4,16,C03T02901296
C03102386,2022/4/4,-32.75,14,C03T02901297
C03102386,2022/4/4,-57.2,16,C03T02901298
C03102386,2022/4/4,-40,1,C03T02901299
C03102386,2022/4/4,-33.85,14,C03T02901300
C03102386,2022/4/4,-39.99,20,C03T02901301
C03102386,2022/4/4,-29,16,C03T02901302
C03102386,2022/4/4,-15.74,14,C03T02901303
C03102386,2022/4/5,-18.08,14,C03T02901304
C03102386,2022/4/5,-12.82,14,C03T02901305
C03102386,2022/4/5,-32.36,14,C03T02901306
C03102386,2022/4/5,-39,20,C03T02901307
C03102386,2022/4/5,-3.53,14,C03T02901308
C03102386,2022/4/5,-9.23,14,C03T02901309
C03102386,2022/4/5,-87,21,C03T02901310
C03102386,2022/4/6,-3.98,17,C03T02901311
C03102386,2022/4/6,-19.22,14,C03T02901312
C03102386,2022/4/6,-8.01,14,C03T02901313
C03102386,2022/4/7,-14.45,14,C03T02901314
C03102386,2022/4/7,-4.8,14,C03T02901315
C03102386,2022/4/7,-15.12,16,C03T02901316
C03102386,2022/4/8,-8.91,14,C03T02901317
C03102386,2022/4/8,-19.63,17,C03T02901318
C03102386,2022/4/8,-50,1,C03T02901319
C03102386,2022/4/11,-4.8,14,C03T02901320
C03102386,2022/4/11,-6.98,16,C03T02901321
C03102386,2022/4/11,-16.56,18,C03T02901322
C03102386,2022/4/11,-4.8,14,C03T02901323
C03102386,2022/4/11,-8.25,14,C03T02901324
C03102386,2022/4/11,-73.3,14,C03T02901325
C03102386,2022/4/11,-9.59,14,C03T02901326
C03102386,2022/4/11,-18.12,16,C03T02901327
C03102386,2022/4/11,-44.2,16,C03T02901328
C03102386,2022/4/11,-110.23,16,C03T02901329
C03102386,2022/4/11,-2.6,16,C03T02901330
C03102386,2022/4/11,-9.59,14,C03T02901331
C03102386,2022/4/11,-29.99,20,C03T02901332
C03102386,2022/4/11,-5.74,14,C03T02901333
C03102386,2022/4/12,-37.12,14,C03T02901334
C03102386,2022/4/12,-9.38,16,C03T02901335
C03102386,2022/4/12,-18.24,17,C03T02901336
C03102386,2022/4/13,-4.8,14,C03T02901337
C03102386,2022/4/13,-19.65,17,C03T02901338
C03102386,2022/4/13,-20.7,18,C03T02901339
C03102386,2022/4/14,-32.84,16,C03T02901340
C03102386,2022/4/14,-107.84,15,C03T02901341
C03102386,2022/4/15,-104.95,26,C03T02901342
C03102386,2022/4/15,-12.81,14,C03T02901343
C03102386,2022/4/15,-408.06,22,C03T02901344
C03102386,2022/4/15,-100,16,C03T02901345
C03102386,2022/4/15,-22.52,18,C03T02901346
C03102386,2022/4/15,-4.89,16,C03T02901347
C03102386,2022/4/15,-1010,1,C03T02901348
C03102386,2022/4/15,-12.79,17,C03T02901349
C03102386,2022/4/15,-80,1,C03T02901350
C03102386,2022/4/15,-8.38,15,C03T02901351
C03102386,2022/4/18,-5.92,17,C03T02901352
C03102386,2022/4/18,-8.58,14,C03T02901353
C03102386,2022/4/18,-28.72,18,C03T02901354
C03102386,2022/4/18,-60.32,14,C03T02901355
C03102386,2022/4/18,-30,22,C03T02901356
C03102386,2022/4/18,-4,16,C03T02901357
C03102386,2022/4/18,-16.3,16,C03T02901358
C03102386,2022/4/18,-12.93,16,C03T02901359
C03102386,2022/4/18,-201,15,C03T02901360
C03102386,2022/4/18,-16,1,C03T02901361
C03102386,2022/4/18,-22.16,14,C03T02901362
C03102386,2022/4/18,-4.89,16,C03T02901363
C03102386,2022/4/18,-50,26,C03T02901364
C03102386,2022/4/19,-52,16,C03T02901365
C03102386,2022/4/20,-5.25,14,C03T02901366
C03102386,2022/4/21,-14.45,14,C03T02901367
C03102386,2022/4/21,-41.64,14,C03T02901368
C03102386,2022/4/21,-25.35,18,C03T02901369
C03102386,2022/4/21,-77.08,14,C03T02901370
C03102386,2022/4/21,-40,19,C03T02901371
C03102386,2022/4/22,-17.59,18,C03T02901372
C03102386,2022/4/22,-14.34,14,C03T02901373
C03102386,2022/4/22,-22.76,17,C03T02901374
C03102386,2022/4/22,-4.8,14,C03T02901375
C03102386,2022/4/22,-4.8,14,C03T02901376
C03102386,2022/4/22,-19.14,17,C03T02901377
C03102386,2022/4/22,-8.38,15,C03T02901378
C03102386,2022/4/25,-2,17,C03T02901379
C03102386,2022/4/25,-10.6,14,C03T02901380
C03102386,2022/4/25,-7.92,14,C03T02901381
C03102386,2022/4/25,-26.35,14,C03T02901382
C03102386,2022/4/25,-52,16,C03T02901383
C03102386,2022/4/25,-0.5,16,C03T02901384
C03102386,2022/4/25,-0.5,16,C03T02901385
C03102386,2022/4/25,-0.5,16,C03T02901386
C03102386,2022/4/25,-0.5,16,C03T02901387
C03102386,2022/4/25,-9.7,16,C03T02901388
C03102386,2022/4/25,-50,1,C03T02901389
C03102386,2022/4/25,-10,1,C03T02901390
C03102386,2022/4/25,-3.26,16,C03T02901391
C03102386,2022/4/25,-50.31,14,C03T02901392
C03102386,2022/4/25,-19.65,17,C03T02901393
C03102386,2022/4/25,-0.5,16,C03T02901394
C03102386,2022/4/26,-76.77,21,C03T02901395
C03102386,2022/4/26,-7,14,C03T02901396
C03102386,2022/4/26,-24.62,14,C03T02901397
C03102386,2022/4/26,-19.15,17,C03T02901398
C03102386,2022/4/27,-4.8,14,C03T02901399
C03102386,2022/4/27,-16.56,18,C03T02901400
C03102386,2022/4/27,-17.81,16,C03T02901401
C03102386,2022/4/27,-40,1,C03T02901402
C03102386,2022/4/28,-940,19,C03T02901403
C03102386,2022/4/28,-4.8,14,C03T02901404
C03102386,2022/4/28,-28.9,14,C03T02901405
C03102386,2022/4/28,-12.93,16,C03T02901406
C03102386,2022/4/28,-1.36,16,C03T02901407
C03102386,2022/4/29,-40,19,C03T02901408
C03102386,2022/4/29,-5.44,17,C03T02901409
C03102386,2022/4/29,-12.42,18,C03T02901410
C03102386,2022/4/29,-33.77,14,C03T02901411
C03102386,2022/4/29,-15.65,17,C03T02901412
C03102386,2022/4/29,-17.59,14,C03T02901413
C03102386,2022/5/2,-128.61,22,C03T02901414
C03102386,2022/5/2,-3.9,14,C03T02901415
C03102386,2022/5/2,-4.8,14,C03T02901416
C03102386,2022/5/2,-52,16,C03T02901417
C03102386,2022/5/2,-21.74,16,C03T02901418
C03102386,2022/5/2,-68.9,16,C03T02901419
C03102386,2022/5/2,-25.28,20,C03T02901420
C03102386,2022/5/2,-22.59,20,C03T02901421
C03102386,2022/5/2,-70,1,C03T02901422
C03102386,2022/5/2,-24.13,14,C03T02901423
C03102386,2022/5/2,-25,15,C03T02901424
C03102386,2022/5/2,-4.25,14,C03T02901425
C03102386,2022/5/2,-23.43,14,C03T02901426
C03102386,2022/5/2,-20.99,27,C03T02901427
C03102386,2022/5/3,-15.45,14,C03T02901428
C03102386,2022/5/3,-69.95,16,C03T02901429
C03102386,2022/5/3,-25.95,16,C03T02901430
C03102386,2022/5/4,-29.99,1,C03T02901431
C03102386,2022/5/6,-40,19,C03T02901432
C03102386,2022/5/9,-20.02,16,C03T02901433
C03102386,2022/5/9,-7.06,14,C03T02901434
C03102386,2022/5/9,-14.44,16,C03T02901435
C03102386,2022/5/9,-21.74,20,C03T02901436
C03102386,2022/5/9,-100,1,C03T02901437
C03102386,2022/5/9,-4.8,14,C03T02901438
C03102386,2022/5/9,-90.02,14,C03T02901439
C03102386,2022/5/9,-7.09,16,C03T02901440
C03102386,2022/5/9,-15,1,C03T02901441
C03102386,2022/5/10,-2.49,17,C03T02901442
C03102386,2022/5/10,-52,16,C03T02901443
C03102386,2022/5/10,-19.97,14,C03T02901444
C03102386,2022/5/10,-19.02,14,C03T02901445
C03102386,2022/5/11,-2.49,17,C03T02901446
C03102386,2022/5/11,-13.09,14,C03T02901447
C03102386,2022/5/11,-29.99,20,C03T02901448
C03102386,2022/5/11,-10.88,14,C03T02901449
C03102386,2022/5/11,-28.46,16,C03T02901450
C03102386,2022/5/11,-4.8,14,C03T02901451
C03102386,2022/5/12,-6.54,14,C03T02901452
C03102386,2022/5/12,-23.1,16,C03T02901453
C03102386,2022/5/12,-4.81,16,C03T02901454
C03102386,2022/5/12,-109.94,20,C03T02901455
C03102386,2022/5/13,-47.52,14,C03T02901456
C03102386,2022/5/13,-6,17,C03T02901457
C03102386,2022/5/16,-200,19,C03T02901458
C03102386,2022/5/16,-4.8,14,C03T02901459
C03102386,2022/5/16,-41.6,14,C03T02901460
C03102386,2022/5/16,-9.59,14,C03T02901461
C03102386,2022/5/16,-6.14,14,C03T02901462
C03102386,2022/5/16,-100,1,C03T02901463
C03102386,2022/5/16,-16.56,18,C03T02901464
C03102386,2022/5/16,-8.36,14,C03T02901465
C03102386,2022/5/16,-49.72,14,C03T02901466
C03102386,2022/5/16,-33.77,16,C03T02901467
C03102386,2022/5/16,-100,16,C03T02901468
C03102386,2022/5/17,-30,14,C03T02901469
C03102386,2022/5/17,-100,1,C03T02901470
C03102386,2022/5/17,-50,26,C03T02901471
C03102386,2022/5/17,-30,26,C03T02901472
C03102386,2022/5/18,-9.23,14,C03T02901473
C03102386,2022/5/18,-4.8,14,C03T02901474
C03102386,2022/5/19,-9.16,16,C03T02901475
C03102386,2022/5/19,-19.85,17,C03T02901476
C03102386,2022/5/20,-40,18,C03T02901477
C03102386,2022/5/20,-52.11,14,C03T02901478
C03102386,2022/5/20,-20,1,C03T02901479
C03102386,2022/5/20,-23.9,18,C03T02901480
C03102386,2022/5/20,-20,1,C03T02901481
C03102386,2022/5/23,-3.5,17,C03T02901482
C03102386,2022/5/23,-4.8,14,C03T02901483
C03102386,2022/5/23,-7.6,14,C03T02901484
C03102386,2022/5/23,-28,14,C03T02901485
C03102386,2022/5/23,-7,14,C03T02901486
C03102386,2022/5/23,-4.8,14,C03T02901487
C03102386,2022/5/23,-32.11,14,C03T02901488
C03102386,2022/5/23,-40,14,C03T02901489
C03102386,2022/5/23,-10.53,14,C03T02901490
C03102386,2022/5/23,-3.5,17,C03T02901491
C03102386,2022/5/23,-16.3,17,C03T02901492
C03102386,2022/5/23,-17.38,14,C03T02901493
C03102386,2022/5/24,-19.25,14,C03T02901494
C03102386,2022/5/24,-30,1,C03T02901495
C03102386,2022/5/24,-17.66,17,C03T02901496
C03102386,2022/5/25,-2.52,14,C03T02901497
C03102386,2022/5/26,-30,1,C03T02901498
C03102386,2022/5/26,-9.59,14,C03T02901499
C03102386,2022/5/26,-100,19,C03T02901500
C03102386,2022/5/27,-8.7,16,C03T02901501
C03102386,2022/5/27,-5,1,C03T02901502
C03102386,2022/5/31,-49.66,16,C03T02901503
C03102386,2022/5/31,-7.29,18,C03T02901504
C03102386,2022/5/31,-10.32,14,C03T02901505
C03102386,2022/5/31,-8.54,14,C03T02901506
C03102386,2022/5/31,-39.14,14,C03T02901507
C03102386,2022/5/31,-27.84,14,C03T02901508
C03102386,2022/5/31,-31.45,14,C03T02901509
C03102386,2022/5/31,-4.66,18,C03T02901510
C03102386,2022/5/31,-23.91,14,C03T02901511
C03102386,2022/5/31,-20.65,16,C03T02901512
C03102386,2022/5/31,-16.05,14,C03T02901513
C03102386,2022/5/31,-2.71,16,C03T02901514
C03102386,2022/5/31,-4.8,14,C03T02901515
C03102386,2022/5/31,-73.33,16,C03T02901516
C03102386,2022/5/31,-797.14,18,C03T02901517
C03102386,2022/5/31,-21.64,14,C03T02901518
C03102386,2022/5/31,-4.86,16,C03T02901519
C03102386,2022/5/31,-10.88,16,C03T02901520
C03102386,2022/5/31,-12.18,14,C03T02901521
C03102386,2022/5/31,-174.78,22,C03T02901522
C03102386,2022/5/31,-19.16,17,C03T02901523
C03102386,2022/5/31,-500,19,C03T02901524
C03102386,2022/5/31,-30,1,C03T02901525
C03102386,2022/6/1,-40,1,C03T02901526
C03102386,2022/6/1,-29.99,1,C03T02901527
C03102386,2022/6/1,-4.8,14,C03T02901528
C03102386,2022/6/1,-7.07,14,C03T02901529
C03102386,2022/6/1,-21.74,16,C03T02901530
C03102386,2022/6/1,-19.08,17,C03T02901531
C03102386,2022/6/1,-250,19,C03T02901532
C03102386,2022/6/2,-45.76,14,C03T02901533
C03102386,2022/6/2,-25,15,C03T02901534
C03102386,2022/6/2,-21.74,20,C03T02901535
C03102386,2022/6/2,-12.42,18,C03T02901536
C03102386,2022/6/3,-16.88,16,C03T02901537
C03102386,2022/6/3,-6.5,14,C03T02901538
C03102386,2022/6/3,-61.97,14,C03T02901539
C03102386,2022/6/3,-12,1,C03T02901540
C03102386,2022/6/6,-80,1,C03T02901541
C03102386,2022/6/6,-4.8,14,C03T02901542
C03102386,2022/6/6,-29.99,14,C03T02901543
C03102386,2022/6/6,-45.02,16,C03T02901544
C03102386,2022/6/6,-44.65,16,C03T02901545
C03102386,2022/6/6,-17.08,17,C03T02901546
C03102386,2022/6/6,-13.04,14,C03T02901547
C03102386,2022/6/8,-4.8,14,C03T02901548
C03102386,2022/6/8,-12.42,18,C03T02901549
C03102386,2022/6/9,-29.99,20,C03T02901550
C03102386,2022/6/10,-40,14,C03T02901551
C03102386,2022/6/10,-50,1,C03T02901552
C03102386,2022/6/13,-696.77,22,C03T02901553
C03102386,2022/6/13,-7.45,16,C03T02901554
C03102386,2022/6/13,-5.29,18,C03T02901555
C03102386,2022/6/13,-80.41,14,C03T02901556
C03102386,2022/6/13,-6.85,14,C03T02901557
C03102386,2022/6/13,-44.2,16,C03T02901558
C03102386,2022/6/13,-16.91,14,C03T02901559
C03102386,2022/6/13,-8.43,14,C03T02901560
C03102386,2022/6/13,-40,1,C03T02901561
C03102386,2022/6/14,-6.88,17,C03T02901562
C03102386,2022/6/15,-30,26,C03T02901563
C03102386,2022/6/15,-8.43,14,C03T02901564
C03102386,2022/6/15,-8.21,17,C03T02901565
C03102386,2022/6/15,-35.81,14,C03T02901566
C03102386,2022/6/16,-12.64,14,C03T02901567
C03102386,2022/6/16,-4.8,14,C03T02901568
C03102386,2022/6/16,-62.4,16,C03T02901569
C03102386,2022/6/16,-7.19,17,C03T02901570
C03102386,2022/6/16,-4.98,16,C03T02901571
C03102386,2022/6/17,-4.8,14,C03T02901572
C03102386,2022/6/17,-50,26,C03T02901573
C03102386,2022/6/21,-40,19,C03T02901574
C03102386,2022/6/21,-5.24,18,C03T02901575
C03102386,2022/6/21,-7.73,16,C03T02901576
C03102386,2022/6/21,-50.34,14,C03T02901577
C03102386,2022/6/21,-100,16,C03T02901578
C03102386,2022/6/21,-6.68,14,C03T02901579
C03102386,2022/6/21,-5.04,18,C03T02901580
C03102386,2022/6/21,-52,16,C03T02901581
C03102386,2022/6/21,-30,16,C03T02901582
C03102386,2022/6/21,-1.58,18,C03T02901583
C03102386,2022/6/22,-6.69,14,C03T02901584
C03102386,2022/6/22,-8.65,14,C03T02901585
C03102386,2022/6/22,-4.8,14,C03T02901586
C03102386,2022/6/22,-5.64,17,C03T02901587
C03102386,2022/6/23,-27.02,17,C03T02901588
C03102386,2022/6/23,-127.1,18,C03T02901589
C03102386,2022/6/23,-14.14,16,C03T02901590
C03102386,2022/6/23,-9.52,16,C03T02901591
C03102386,2022/6/24,-20.8,16,C03T02901592
C03102386,2022/6/24,-10.85,14,C03T02901593
C03102386,2022/6/24,-5.19,16,C03T02901594
C03102386,2022/6/24,-92.57,14,C03T02901595
C03102386,2022/6/27,-42.64,16,C03T02901596
C03102386,2022/6/27,-5.29,18,C03T02901597
C03102386,2022/6/27,-18,14,C03T02901598
C03102386,2022/6/27,-143.98,21,C03T02901599
C03102386,2022/6/27,-39.14,14,C03T02901600
C03102386,2022/6/27,-40,1,C03T02901601
C03102386,2022/6/27,-10.88,14,C03T02901602
C03102386,2022/6/27,-13,14,C03T02901603
C03102386,2022/6/27,-25,16,C03T02901604
C03102386,2022/6/27,-3.29,17,C03T02901605
C03102386,2022/6/27,-4.8,14,C03T02901606
C03102386,2022/6/27,-34.34,14,C03T02901607
C03102386,2022/6/28,-62.4,16,C03T02901608
C03102386,2022/6/28,-10.31,14,C03T02901609
C03102386,2022/6/28,-4.48,17,C03T02901610
C03102386,2022/6/28,-9.28,17,C03T02901611
C03102386,2022/6/28,-89.99,22,C03T02901612
C03102386,2022/6/29,-5,1,C03T02901613
C03102386,2022/6/29,-4.66,18,C03T02901614
C03102386,2022/6/29,-10,1,C03T02901615
C03102386,2022/6/30,-4.8,14,C03T02901616
C03102386,2022/6/30,-15.52,18,C03T02901617
C03102386,2022/6/30,-79.01,14,C03T02901618
C03102386,2022/6/30,-5.5,17,C03T02901619
C03102386,2022/6/30,-5.43,17,C03T02901620
C03102386,2022/6/30,-600,19,C03T02901621
C03102386,2022/7/1,-4.8,14,C03T02901622
C03102386,2022/7/1,-52,16,C03T02901623
C03102386,2022/7/1,-4.8,14,C03T02901624
C03102386,2022/7/1,-29.99,1,C03T02901625
C03102386,2022/7/5,-21.74,15,C03T02901626
C03102386,2022/7/5,-25,15,C03T02901627
C03102386,2022/7/5,-6.52,14,C03T02901628
C03102386,2022/7/5,-21.74,20,C03T02901629
C03102386,2022/7/5,-21.23,14,C03T02901630
C03102386,2022/7/5,-3.53,14,C03T02901631
C03102386,2022/7/5,-16.88,16,C03T02901632
C03102386,2022/7/5,-12.71,14,C03T02901633
C03102386,2022/7/5,-6.01,17,C03T02901634
C03102386,2022/7/5,-9.62,17,C03T02901635
C03102386,2022/7/5,-10.73,17,C03T02901636
C03102386,2022/7/6,-8.91,17,C03T02901637
C03102386,2022/7/6,-32.24,14,C03T02901638
C03102386,2022/7/7,-9.07,17,C03T02901639
